"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, League)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","('Unnamed: 36_level_0', 'Matches')","(Background Information, League)"
Nordi Mukiele,DF,Paris S-G,Ligue1,1997.0,16.0,9.0,796.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,1.4,12.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.16,0.15,0.16,Matches,Ligue1
Marshall Munetsi,MF,Reims,Ligue1,1996.0,27.0,25.0,2173.0,24.1,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,6.2,6.2,1.0,7.2,19.0,67.0,81.0,0.17,0.12,0.29,0.17,0.29,0.26,0.04,0.3,0.26,0.3,Matches,Ligue1
Yvon Mvogo,GK,Lorient,Ligue1,1994.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Joel Mvuka,"DF,FW",Lorient,Ligue1,2002.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Ligue1
Junior Mwanga,"MF,FW",Strasbourg,Ligue1,2003.0,22.0,17.0,1450.0,16.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,0.8,2.2,28.0,56.0,37.0,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14,Matches,Ligue1
Kévin N'Doram,MF,Metz,Ligue1,1996.0,23.0,18.0,1604.0,17.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.5,0.8,12.0,62.0,3.0,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.05,0.02,0.05,Matches,Ligue1
Bilal Nadir,"MF,FW",Marseille,Ligue1,2003.0,5.0,1.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,Matches,Ligue1
Mahamadou Nagida,DF,Rennes,Ligue1,2005.0,3.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.35,0.1,0.35,Matches,Ligue1
Keito Nakamura,"FW,MF",Reims,Ligue1,2000.0,25.0,17.0,1381.0,15.3,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.2,3.2,1.3,4.5,48.0,56.0,141.0,0.26,0.07,0.33,0.26,0.33,0.21,0.09,0.29,0.21,0.29,Matches,Ligue1
Keylor Navas,GK,Paris S-G,Ligue1,1986.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Youssouf Ndayishimiye,"MF,DF",Nice,Ligue1,1998.0,23.0,20.0,1712.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.2,1.2,0.5,1.7,16.0,96.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,Ligue1
Bassirou Ndiaye,FW,Lorient,Ligue1,2002.0,5.0,0.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Ligue1
Iliman Ndiaye,"FW,MF",Marseille,Ligue1,2000.0,30.0,19.0,1618.0,18.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,1.0,4.5,4.5,2.6,7.1,51.0,62.0,152.0,0.17,0.17,0.33,0.17,0.33,0.25,0.15,0.39,0.25,0.39,Matches,Ligue1
Massamba Ndiaye,GK,Clermont Foot,Ligue1,2001.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Rassoul Ndiaye,"MF,FW",Le Havre,Ligue1,2001.0,19.0,6.0,526.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.2,0.2,0.3,0.5,7.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,Ligue1
Cher Ndour,MF,Paris S-G,Ligue1,2004.0,3.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Joseph Nduquidi,"MF,DF",Metz,Ligue1,2004.0,13.0,7.0,751.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.2,6.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Ligue1
Loïc Nego,"DF,MF",Le Havre,Ligue1,1991.0,28.0,18.0,1561.0,17.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,1.0,2.3,30.0,64.0,102.0,0.0,0.17,0.17,0.0,0.17,0.08,0.06,0.13,0.08,0.13,Matches,Ligue1
Steve Ngoura,"FW,MF",Le Havre,Ligue1,2005.0,12.0,1.0,223.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,3.0,9.0,19.0,0.0,0.4,0.4,0.0,0.4,0.19,0.03,0.22,0.19,0.22,Matches,Ligue1
Shamar Nicholson,FW,Clermont Foot,Ligue1,1997.0,26.0,17.0,1484.0,16.5,4.0,3.0,7.0,3.0,1.0,2.0,2.0,0.0,5.9,4.4,1.1,5.4,18.0,33.0,110.0,0.24,0.18,0.42,0.18,0.36,0.36,0.07,0.43,0.26,0.33,Matches,Ligue1
Rasmus Nicolaisen,DF,Toulouse,Ligue1,1997.0,33.0,33.0,2925.0,32.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,1.1,1.1,0.6,1.7,5.0,95.0,11.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches,Ligue1
Arnaud Nordin,"FW,MF",Montpellier,Ligue1,1998.0,20.0,15.0,1246.0,13.8,5.0,3.0,8.0,5.0,0.0,0.0,1.0,1.0,3.6,3.6,3.0,6.5,56.0,52.0,125.0,0.36,0.22,0.58,0.36,0.58,0.26,0.21,0.47,0.26,0.47,Matches,Ligue1
Ernest Nuamah,"FW,MF",Lyon,Ligue1,2003.0,29.0,21.0,1838.0,20.4,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,4.0,4.0,3.8,7.8,105.0,74.0,237.0,0.15,0.1,0.24,0.15,0.24,0.2,0.19,0.38,0.2,0.38,Matches,Ligue1
Gerzino Nyamsi,DF,Strasbourg,Ligue1,1997.0,13.0,13.0,1092.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Ligue1
Player,Pos,Squad,Ligue1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ligue1
Rabby Nzingoula,"MF,FW",Strasbourg,Ligue1,2005.0,6.0,1.0,133.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,8.0,6.0,0.0,0.68,0.68,0.0,0.68,0.06,0.07,0.14,0.06,0.14,Matches,Ligue1
Jake O'Brien,DF,Lyon,Ligue1,2001.0,27.0,27.0,2369.0,26.3,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,3.6,3.6,1.1,4.7,15.0,68.0,2.0,0.15,0.08,0.23,0.15,0.23,0.14,0.04,0.18,0.14,0.18,Matches,Ligue1
Florent Ogier,DF,Clermont Foot,Ligue1,1989.0,14.0,9.0,943.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,4.0,17.0,0.0,0.1,0.1,0.19,0.1,0.19,0.06,0.05,0.1,0.06,0.1,Matches,Ligue1
Joseph Okumu,DF,Reims,Ligue1,1997.0,21.0,19.0,1743.0,19.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.5,1.5,0.0,1.5,15.0,94.0,3.0,0.05,0.0,0.05,0.05,0.05,0.08,0.0,0.08,0.08,0.08,Matches,Ligue1
Warmed Omari,DF,Rennes,Ligue1,2000.0,25.0,23.0,2071.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,0.3,0.9,22.0,123.0,1.0,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches,Ligue1
Becir Omeragic,"DF,MF",Montpellier,Ligue1,2002.0,28.0,26.0,2312.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.7,1.2,21.0,71.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Ligue1
Jean Onana,MF,Marseille,Ligue1,2000.0,13.0,5.0,566.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,9.0,32.0,9.0,0.16,0.0,0.16,0.16,0.16,0.13,0.01,0.15,0.13,0.15,Matches,Ligue1
Royce Openda Owaga,FW,Lorient,Ligue1,2002.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Christopher Operi,DF,Le Havre,Ligue1,1997.0,28.0,28.0,2445.0,27.2,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,1.2,1.2,4.0,5.1,31.0,82.0,111.0,0.11,0.15,0.26,0.11,0.26,0.04,0.15,0.19,0.04,0.19,Matches,Ligue1
Gift Orban,FW,Lyon,Ligue1,2002.0,13.0,5.0,474.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.0,1.1,8.0,6.0,33.0,0.19,0.0,0.19,0.19,0.19,0.21,0.0,0.21,0.21,0.21,Matches,Ligue1
Kassoum Ouattara,"DF,FW",Monaco,Ligue1,2004.0,14.0,7.0,636.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.3,2.6,32.0,22.0,67.0,0.14,0.0,0.14,0.14,0.14,0.18,0.19,0.37,0.18,0.37,Matches,Ligue1
Alexandre Oukidja,GK,Metz,Ligue1,1988.0,34.0,34.0,2987.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Azzedine Ounahi,MF,Marseille,Ligue1,2000.0,21.0,15.0,1209.0,13.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.4,2.4,32.0,98.0,70.0,0.15,0.0,0.15,0.15,0.15,0.07,0.11,0.18,0.07,0.18,Matches,Ligue1
Adam Ounas,FW,Lille,Ligue1,1996.0,17.0,3.0,418.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.9,2.6,20.0,20.0,40.0,0.22,0.0,0.22,0.22,0.22,0.14,0.41,0.55,0.14,0.55,Matches,Ligue1
Patrick Ouotro,FW,Strasbourg,Ligue1,2005.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Pablo Pagis,MF,Lorient,Ligue1,2002.0,3.0,3.0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Ligue1
Nicolas Pallois,DF,Nantes,Ligue1,1987.0,23.0,17.0,1589.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,6.0,55.0,2.0,0.0,0.06,0.06,0.0,0.06,0.01,0.02,0.03,0.01,0.03,Matches,Ligue1
Andy Pelmard,DF,Clermont Foot,Ligue1,2000.0,34.0,33.0,2989.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,1.0,39.0,120.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Ligue1
Aurélien Pelon,DF,Lorient,Ligue1,2004.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Faris Pemi Moumbagna,FW,Marseille,Ligue1,2000.0,13.0,5.0,547.0,6.1,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,1.7,1.7,1.1,2.8,6.0,16.0,32.0,0.49,0.16,0.66,0.49,0.66,0.28,0.18,0.47,0.28,0.47,Matches,Ligue1
Danilo Pereira,DF,Paris S-G,Ligue1,1991.0,26.0,22.0,1995.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.0,1.4,28.0,148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Ligue1
Mathias Pereira Lage,"FW,MF",Brest,Ligue1,1996.0,30.0,12.0,1187.0,13.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.5,3.5,1.7,5.2,19.0,23.0,95.0,0.23,0.15,0.38,0.23,0.38,0.27,0.13,0.4,0.27,0.4,Matches,Ligue1
Romain Perraud,"DF,FW",Nice,Ligue1,1997.0,19.0,2.0,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9,1.0,6.0,11.0,13.0,0.0,0.24,0.24,0.0,0.24,0.01,0.23,0.24,0.01,0.24,Matches,Ligue1
Lucas Perrin,DF,Strasbourg,Ligue1,1998.0,31.0,30.0,2723.0,30.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.8,1.4,17.0,115.0,8.0,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,Matches,Ligue1
Denis Petrić,GK,Nantes,Ligue1,1988.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Player,Pos,Squad,Ligue1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ligue1
Ronaël Pierre-Gabriel,DF,Nantes,Ligue1,1998.0,12.0,6.0,598.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.2,12.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,Matches,Ligue1
Julien Ponceau,MF,Lorient,Ligue1,2000.0,32.0,27.0,2244.0,24.9,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,3.3,3.3,2.7,6.0,106.0,154.0,152.0,0.12,0.08,0.2,0.12,0.2,0.13,0.11,0.24,0.13,0.24,Matches,Ligue1
Sanjin Prcić,MF,Strasbourg,Ligue1,1993.0,3.0,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.24,0.01,0.24,Matches,Ligue1
Gonçalo Ramos,FW,Paris S-G,Ligue1,2001.0,29.0,16.0,1419.0,15.8,11.0,1.0,12.0,10.0,1.0,1.0,1.0,0.0,10.9,10.2,2.4,12.5,11.0,29.0,88.0,0.7,0.06,0.76,0.63,0.7,0.69,0.15,0.84,0.64,0.79,Matches,Ligue1
Elba Rashani,"MF,FW",Clermont Foot,Ligue1,1993.0,24.0,14.0,1175.0,13.1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.1,2.1,1.2,3.3,19.0,22.0,102.0,0.15,0.0,0.15,0.15,0.15,0.16,0.09,0.26,0.16,0.26,Matches,Ligue1
Guillaume Restes,GK,Toulouse,Ligue1,2005.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Alexsandro Ribeiro,DF,Lille,Ligue1,1999.0,29.0,24.0,2220.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,0.5,2.6,15.0,82.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches,Ligue1
Amir Richardson,MF,Reims,Ligue1,2002.0,28.0,14.0,1352.0,15.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.6,1.6,1.1,2.8,28.0,72.0,40.0,0.2,0.07,0.27,0.2,0.27,0.11,0.08,0.18,0.11,0.18,Matches,Ligue1
Fabian Rieder,MF,Rennes,Ligue1,2002.0,15.0,2.0,365.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,10.0,41.0,18.0,0.25,0.0,0.25,0.25,0.25,0.07,0.14,0.21,0.07,0.21,Matches,Ligue1
Rémy Riou,GK,Lyon,Ligue1,1987.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Valentin Rongier,MF,Marseille,Ligue1,1994.0,10.0,10.0,851.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.8,1.4,19.0,73.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,Matches,Ligue1
Pablo Rosario,"MF,DF",Nice,Ligue1,1997.0,30.0,21.0,2009.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,1.4,2.6,20.0,93.0,27.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,Ligue1
Valentin Rosier,"DF,MF",Nice,Ligue1,1996.0,3.0,0.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.31,0.07,0.31,Matches,Ligue1
Fabián Ruiz Peña,MF,Paris S-G,Ligue1,1996.0,21.0,14.0,1197.0,13.3,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.2,3.1,16.0,78.0,40.0,0.08,0.23,0.3,0.08,0.3,0.15,0.09,0.24,0.15,0.24,Matches,Ligue1
Emmanuel Sabbi,"FW,MF",Le Havre,Ligue1,1997.0,30.0,18.0,1584.0,17.6,5.0,1.0,6.0,3.0,2.0,2.0,5.0,0.0,4.1,2.5,1.4,4.0,38.0,36.0,101.0,0.28,0.06,0.34,0.17,0.23,0.23,0.08,0.32,0.14,0.23,Matches,Ligue1
Falaye Sacko,DF,Montpellier,Ligue1,1995.0,19.0,15.0,1382.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,38.0,63.0,42.0,0.0,0.07,0.07,0.0,0.07,0.0,0.03,0.03,0.0,0.03,Matches,Ligue1
Modibo Sagnan,DF,Montpellier,Ligue1,1999.0,13.0,12.0,1054.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,0.3,1.5,7.0,25.0,5.0,0.17,0.0,0.17,0.17,0.17,0.1,0.03,0.13,0.1,0.13,Matches,Ligue1
Wesley Saïd,"FW,MF",Lens,Ligue1,1995.0,27.0,11.0,1020.0,11.3,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,5.7,5.7,0.9,6.6,18.0,26.0,95.0,0.62,0.09,0.71,0.62,0.71,0.5,0.08,0.58,0.5,0.58,Matches,Ligue1
Théo Sainte-Luce,DF,Montpellier,Ligue1,1998.0,6.0,3.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,8.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Ligue1
Mamadou Sakho,DF,Montpellier,Ligue1,1990.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
Ibrahim Salah,"FW,MF",Rennes,Ligue1,2001.0,23.0,4.0,524.0,5.8,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.1,3.1,0.5,3.6,15.0,18.0,61.0,0.69,0.17,0.86,0.69,0.86,0.54,0.08,0.62,0.54,0.62,Matches,Ligue1
Amine Salama,FW,Reims,Ligue1,2000.0,11.0,2.0,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,1.0,10.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,Matches,Ligue1
Mohammed Salisu,DF,Monaco,Ligue1,1999.0,12.0,11.0,1035.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.5,7.0,72.0,6.0,0.0,0.09,0.09,0.0,0.09,0.02,0.02,0.04,0.02,0.04,Matches,Ligue1
Yoann Salmier,DF,Le Havre,Ligue1,1992.0,20.0,18.0,1568.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.7,1.8,8.0,48.0,8.0,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.1,0.06,0.1,Matches,Ligue1
Mama Samba Baldé,"FW,MF",Lyon,Ligue1,1995.0,20.0,4.0,551.0,6.1,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,3.4,3.4,2.3,5.7,23.0,11.0,73.0,0.33,0.49,0.82,0.33,0.82,0.55,0.38,0.94,0.55,0.94,Matches,Ligue1
Player,Pos,Squad,Ligue1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ligue1
Brice Samba,GK,Lens,Ligue1,1994.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Ligue1
Ibou Sané,"MF,FW",Metz,Ligue1,2005.0,9.0,0.0,128.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,6.0,7.0,8.0,0.7,0.0,0.7,0.7,0.7,0.49,0.03,0.51,0.49,0.51,Matches,Ligue1
Sadibou Sané,DF,Metz,Ligue1,2004.0,14.0,9.0,846.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,8.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Ligue1
Arouna Sangante,DF,Le Havre,Ligue1,2002.0,30.0,30.0,2687.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,1.2,2.1,20.0,107.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,Ligue1
Morgan Sanson,MF,Nice,Ligue1,1994.0,29.0,24.0,1964.0,21.8,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,3.3,3.3,4.0,7.3,57.0,75.0,98.0,0.09,0.14,0.23,0.09,0.23,0.15,0.18,0.33,0.15,0.33,Matches,Ligue1
Baptiste Santamaria,MF,Rennes,Ligue1,1995.0,30.0,22.0,1926.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.9,1.9,0.6,2.5,13.0,134.0,36.0,0.0,0.05,0.05,0.0,0.05,0.09,0.03,0.12,0.09,0.12,Matches,Ligue1
Andrey Santos,MF,Strasbourg,Ligue1,2004.0,11.0,9.0,831.0,9.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,5.0,48.0,15.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.21,0.11,0.21,Matches,Ligue1
Tiago santos,DF,Lille,Ligue1,2002.0,29.0,26.0,2365.0,26.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,2.3,3.6,89.0,105.0,137.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14,Matches,Ligue1
Amin Sarr,"FW,MF",Lyon,Ligue1,2001.0,3.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.45,0.31,0.45,Matches,Ligue1
Ismaila Sarr,"FW,MF",Marseille,Ligue1,1998.0,23.0,15.0,1447.0,16.1,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,3.2,3.2,2.5,5.7,49.0,36.0,152.0,0.19,0.25,0.44,0.19,0.44,0.2,0.15,0.35,0.2,0.35,Matches,Ligue1
Mamadou Sarr,DF,Lyon,Ligue1,2005.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ligue1
