"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","('Unnamed: 36_level_0', 'Matches')"
Joan Jordán,MF,Sevilla,1994.0,8.0,4.0,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Jordi,"MF,DF",Getafe,2001.0,13.0,5.0,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.6,1.8,6.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,Matches
Jeremy Jorge,FW,Getafe,2003.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Willian José,FW,Betis,1991.0,33.0,25.0,1971.0,21.9,10.0,5.0,15.0,10.0,0.0,0.0,0.0,1.0,5.7,5.7,2.5,8.2,8.0,32.0,90.0,0.46,0.23,0.68,0.46,0.68,0.26,0.12,0.37,0.26,0.37,Matches
Joselu,FW,Real Madrid,1990.0,34.0,15.0,1687.0,18.7,10.0,2.0,12.0,10.0,0.0,2.0,1.0,0.0,11.6,10.0,1.7,11.7,15.0,20.0,98.0,0.53,0.11,0.64,0.53,0.64,0.62,0.09,0.71,0.53,0.62,Matches
Kamil Jóźwiak,MF,Granada,1998.0,11.0,7.0,571.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.3,15.0,21.0,31.0,0.0,0.16,0.16,0.0,0.16,0.02,0.19,0.21,0.02,0.21,Matches
Juanmi,FW,Cádiz,1993.0,16.0,9.0,873.0,9.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,1.6,4.2,7.0,12.0,40.0,0.31,0.1,0.41,0.31,0.41,0.26,0.17,0.43,0.26,0.43,Matches
Juanpe,DF,Girona,1991.0,17.0,6.0,746.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Vinicius Júnior,FW,Real Madrid,2000.0,26.0,22.0,1864.0,20.7,15.0,5.0,20.0,14.0,1.0,1.0,7.0,0.0,13.1,12.3,4.2,16.6,137.0,57.0,277.0,0.72,0.24,0.97,0.68,0.92,0.63,0.21,0.84,0.59,0.8,Matches
Filip Jørgensen,GK,Villarreal,2002.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sory Kaba,FW,Las Palmas,1995.0,17.0,9.0,720.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,7.0,12.0,36.0,0.12,0.12,0.25,0.12,0.25,0.18,0.04,0.23,0.18,0.23,Matches
Kaiky,DF,Almería,2004.0,8.0,5.0,523.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,4.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.04,0.0,0.04,0.04,0.04,Matches
Jon Karrikaburu,"MF,FW",Alavés,2002.0,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ibrahima Kebe,MF,Girona,2000.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kiké,"FW,MF",Alavés,1989.0,33.0,15.0,1423.0,15.8,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,7.7,6.9,2.0,8.9,18.0,32.0,97.0,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,Matches
Koke,MF,Atlético Madrid,1992.0,35.0,32.0,2493.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,3.6,4.1,26.0,212.0,26.0,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,Matches
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ibrahima Koné,FW,Almería,1999.0,9.0,2.0,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches
Rominigue Kouamé,MF,Cádiz,1996.0,16.0,9.0,821.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,16.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Jules Koundé,DF,Barcelona,1998.0,35.0,32.0,2899.0,32.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,2.2,4.2,67.0,245.0,64.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,Matches
Toni Kroos,MF,Real Madrid,1990.0,33.0,24.0,2124.0,23.6,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,4.9,6.5,32.0,290.0,29.0,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,Matches
Takefusa Kubo,"FW,MF",Real Sociedad,2001.0,30.0,24.0,2150.0,23.9,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,3.5,3.5,6.4,9.9,136.0,89.0,231.0,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42,Matches
Luca de la Torre,MF,Celta Vigo,1998.0,31.0,22.0,1956.0,21.7,1.0,4.0,5.0,1.0,0.0,0.0,4.0,1.0,2.5,2.5,1.4,3.9,58.0,93.0,88.0,0.05,0.18,0.23,0.05,0.23,0.11,0.07,0.18,0.11,0.18,Matches
Yoel Lago,DF,Celta Vigo,2004.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Érik Lamela,"FW,MF",Sevilla,1992.0,13.0,5.0,463.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,11.0,17.0,28.0,0.39,0.0,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38,Matches
Bruno Langa,DF,Almería,1997.0,11.0,9.0,820.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.4,0.5,14.0,25.0,30.0,0.11,0.0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,Matches
Cyle Larin,FW,Mallorca,1995.0,35.0,20.0,1823.0,20.3,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,9.0,9.0,1.4,10.4,20.0,13.0,103.0,0.15,0.1,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52,Matches
Juanmi Latasa,FW,Getafe,2001.0,32.0,15.0,1555.0,17.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,3.6,3.5,1.5,5.0,7.0,16.0,82.0,0.12,0.0,0.12,0.12,0.12,0.21,0.09,0.29,0.2,0.29,Matches
Toni Lato,DF,Mallorca,1997.0,28.0,16.0,1544.0,17.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.3,1.6,30.0,39.0,110.0,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,Matches
Lázaro,"FW,MF",Almería,2002.0,14.0,2.0,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,5.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.45,0.28,0.45,Matches
Robin Le Normand,DF,Real Sociedad,1996.0,29.0,28.0,2469.0,27.4,2.0,0.0,2.0,2.0,0.0,0.0,13.0,0.0,1.0,1.0,0.1,1.2,21.0,106.0,1.0,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,Matches
Jeremías Ledesma,GK,Cádiz,1993.0,34.0,34.0,3048.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Florian Lejeune,DF,Rayo Vallecano,1991.0,37.0,37.0,3327.0,37.0,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,3.3,3.3,0.7,4.0,15.0,114.0,4.0,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11,Matches
Stefan Lekovic,DF,Villarreal,2004.0,1.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iñigo Lekue,DF,Athletic Club,1993.0,27.0,22.0,2002.0,22.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.1,1.2,44.0,119.0,35.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,Matches
Thomas Lemar,MF,Atlético Madrid,1995.0,3.0,3.0,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches
Álvaro Lemos,DF,Las Palmas,1993.0,4.0,3.0,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Ruben Lendinez,DF,Valencia,2003.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Robert Lewandowski,FW,Barcelona,1988.0,35.0,32.0,2750.0,30.6,19.0,8.0,27.0,15.0,4.0,4.0,5.0,0.0,18.1,15.0,4.9,19.9,43.0,64.0,168.0,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65,Matches
Samuel Lino,"DF,MF",Atlético Madrid,1999.0,34.0,25.0,2080.0,23.1,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,5.6,5.6,4.7,10.3,131.0,84.0,215.0,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45,Matches
Javier Llabrés,"MF,FW",Mallorca,2002.0,16.0,1.0,247.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,1.0,9.0,5.0,30.0,0.36,0.0,0.36,0.36,0.36,0.25,0.11,0.37,0.25,0.37,Matches
Marcos Llorente,"MF,DF",Atlético Madrid,1995.0,37.0,29.0,2565.0,28.5,6.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,4.1,4.1,5.6,9.7,71.0,106.0,179.0,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34,Matches
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Enzo Loiodice,MF,Las Palmas,2000.0,34.0,19.0,1790.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.3,1.9,27.0,97.0,72.0,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.09,0.03,0.09,Matches
David López,DF,Girona,1989.0,25.0,25.0,1965.0,21.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.1,1.9,0.2,2.1,15.0,54.0,1.0,0.14,0.0,0.14,0.14,0.14,0.1,0.01,0.11,0.09,0.1,Matches
Diego López,"MF,FW",Valencia,2002.0,36.0,30.0,2656.0,29.5,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,3.7,3.7,5.4,9.1,75.0,73.0,180.0,0.1,0.2,0.3,0.1,0.3,0.12,0.18,0.31,0.12,0.31,Matches
Fermin López,"MF,FW",Barcelona,2003.0,31.0,14.0,1446.0,16.1,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,7.5,7.5,1.1,8.6,42.0,76.0,93.0,0.5,0.0,0.5,0.5,0.5,0.47,0.07,0.54,0.47,0.54,Matches
Javi López,DF,Alavés,2002.0,32.0,25.0,2386.0,26.5,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,3.0,4.0,53.0,92.0,120.0,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15,Matches
Unai López,MF,Rayo Vallecano,1995.0,35.0,28.0,2108.0,23.4,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,2.5,3.7,32.0,116.0,59.0,0.04,0.09,0.13,0.04,0.13,0.05,0.11,0.16,0.05,0.16,Matches
Dion Lopy,MF,Almería,2002.0,30.0,23.0,1916.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.2,2.4,23.0,90.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches
Anthony Lozano,"MF,FW",Getafe,1993.0,6.0,0.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.43,0.18,0.43,Matches
Anthony Lozano,FW,Almería,1993.0,13.0,10.0,772.0,8.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.3,3.3,0.7,4.0,12.0,16.0,24.0,0.35,0.0,0.35,0.35,0.35,0.38,0.08,0.46,0.38,0.46,Matches
Lucas,DF,Cádiz,2001.0,28.0,15.0,1539.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.9,2.7,30.0,47.0,65.0,0.06,0.0,0.06,0.06,0.06,0.05,0.11,0.16,0.05,0.16,Matches
José Luis Gayà,DF,Valencia,1995.0,24.0,22.0,1791.0,19.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,2.6,3.1,41.0,72.0,97.0,0.05,0.1,0.15,0.05,0.15,0.02,0.13,0.15,0.02,0.15,Matches
José Luis Morales,"FW,MF",Villarreal,1987.0,29.0,8.0,1048.0,11.6,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,5.6,5.6,0.6,6.1,29.0,17.0,79.0,0.6,0.0,0.6,0.6,0.6,0.48,0.05,0.52,0.48,0.52,Matches
Dodi Lukebakio,"FW,MF",Sevilla,1997.0,23.0,12.0,1125.0,12.5,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,5.6,5.6,0.7,6.2,48.0,26.0,116.0,0.4,0.08,0.48,0.4,0.48,0.45,0.05,0.5,0.45,0.5,Matches
Andriy Lunin,GK,Real Madrid,1999.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Darwin Machís,MF,Cádiz,1993.0,21.0,10.0,785.0,8.7,4.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,1.4,0.6,0.7,1.3,20.0,15.0,54.0,0.46,0.0,0.46,0.34,0.34,0.16,0.08,0.24,0.07,0.15,Matches
Pablo Maffeo,DF,Mallorca,1997.0,22.0,17.0,1454.0,16.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.8,0.8,0.9,1.7,38.0,41.0,68.0,0.06,0.12,0.19,0.06,0.19,0.05,0.05,0.1,0.05,0.1,Matches
Jon Magunacelaya,"FW,MF",Real Sociedad,2000.0,5.0,1.0,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.34,0.55,0.21,0.55,Matches
Nemanja Maksimović,MF,Getafe,1995.0,37.0,37.0,3265.0,36.3,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,5.5,5.5,1.1,6.6,22.0,73.0,35.0,0.11,0.0,0.11,0.11,0.11,0.15,0.03,0.18,0.15,0.18,Matches
Giorgi Mamardashvili,GK,Valencia,2000.0,37.0,37.0,3284.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Wilson Manafá,"DF,MF",Granada,1994.0,4.0,3.0,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Reinildo Mandava,DF,Atlético Madrid,1994.0,16.0,7.0,731.0,8.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,0.6,1.5,10.0,36.0,17.0,0.25,0.12,0.37,0.25,0.37,0.1,0.08,0.18,0.1,0.18,Matches
Aïssa Mandi,DF,Villarreal,1991.0,16.0,12.0,1113.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.7,1.3,6.0,55.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.05,0.1,0.05,0.1,Matches
Javier Manquillo,"DF,MF",Celta Vigo,1994.0,12.0,10.0,744.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,5.0,25.0,16.0,0.0,0.12,0.12,0.0,0.12,0.01,0.02,0.04,0.01,0.04,Matches
Faitout Maouassa,"DF,MF",Granada,1998.0,6.0,2.0,229.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,8.0,6.0,15.0,0.0,0.39,0.39,0.0,0.39,0.06,0.18,0.24,0.06,0.24,Matches
Marcão,DF,Sevilla,1996.0,7.0,3.0,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Óscar de Marcos,DF,Athletic Club,1989.0,28.0,26.0,2258.0,25.1,1.0,5.0,6.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,3.1,3.7,51.0,143.0,125.0,0.04,0.2,0.24,0.04,0.24,0.03,0.12,0.15,0.03,0.15,Matches
Alberto Marí,FW,Valencia,2001.0,16.0,2.0,276.0,3.1,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.8,1.2,0.9,2.0,2.0,6.0,13.0,0.33,0.33,0.65,0.0,0.33,0.6,0.28,0.88,0.39,0.67,Matches
José Mari,"MF,FW",Cádiz,1987.0,3.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches
José María Giménez,DF,Atlético Madrid,1995.0,22.0,14.0,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Mariano,"FW,MF",Sevilla,1993.0,9.0,2.0,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.1,1.3,3.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.45,0.02,0.48,0.45,0.48,Matches
Rafa Marín,DF,Alavés,2002.0,33.0,27.0,2443.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.3,1.0,13.0,77.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Diego Mariño,GK,Almería,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mika Màrmol,DF,Las Palmas,2002.0,36.0,36.0,3178.0,35.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,1.0,1.1,36.0,142.0,13.0,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.03,Matches
Unai Marrero,GK,Real Sociedad,2001.0,2.0,1.0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roger Martí,FW,Cádiz,1991.0,23.0,18.0,1359.0,15.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,2.9,5.6,7.0,19.0,64.0,0.13,0.2,0.33,0.13,0.33,0.18,0.19,0.37,0.18,0.37,Matches
Iván Martín,MF,Girona,1999.0,36.0,33.0,2729.0,30.3,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,2.9,2.9,3.4,6.3,84.0,143.0,109.0,0.16,0.13,0.3,0.16,0.3,0.09,0.11,0.21,0.09,0.21,Matches
Jon Martin,DF,Real Sociedad,2006.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mario Martín,MF,Real Madrid,2004.0,2.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arnau Martinez,DF,Girona,2003.0,21.0,14.0,1241.0,13.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.4,1.6,29.0,68.0,16.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.12,0.01,0.12,Matches
Iñigo Martínez,DF,Barcelona,1991.0,20.0,13.0,1296.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.0,0.4,33.0,97.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Marc Martínez,GK,Granada,1990.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marvin,"FW,DF",Las Palmas,2000.0,31.0,17.0,1855.0,20.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,2.5,3.5,60.0,36.0,177.0,0.0,0.1,0.1,0.0,0.1,0.05,0.12,0.17,0.05,0.17,Matches
Omar Mascarell,MF,Mallorca,1993.0,29.0,18.0,1571.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.4,0.4,0.0,0.4,12.0,67.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Jaime Mata,"FW,MF",Getafe,1988.0,35.0,22.0,1787.0,19.9,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,5.6,5.6,1.5,7.2,16.0,19.0,138.0,0.25,0.05,0.3,0.25,0.3,0.28,0.08,0.36,0.28,0.36,Matches
Luís Maximiano,GK,Almería,1999.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Borja Mayoral,FW,Getafe,1997.0,27.0,25.0,2153.0,23.9,15.0,1.0,16.0,11.0,4.0,4.0,2.0,0.0,11.9,8.7,1.4,10.1,27.0,67.0,100.0,0.63,0.04,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42,Matches
Mamadou Mbaye,DF,Cádiz,1998.0,4.0,2.0,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Hannibal Mejbri,MF,Sevilla,2003.0,6.0,1.0,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.39,0.4,0.01,0.4,Matches
Óscar Melendo,"MF,FW",Granada,1997.0,26.0,15.0,1122.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,21.0,38.0,33.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Gonzalo Melero,"MF,FW",Almería,1994.0,28.0,10.0,1103.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.2,3.2,23.0,49.0,33.0,0.08,0.08,0.16,0.08,0.16,0.16,0.1,0.26,0.16,0.26,Matches
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Memphis,FW,Atlético Madrid,1994.0,23.0,9.0,893.0,9.9,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,5.8,5.8,1.8,7.6,16.0,27.0,82.0,0.5,0.1,0.6,0.5,0.6,0.58,0.18,0.76,0.58,0.76,Matches
