"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)"
Carlos Alcaraz,MF,Juventus,2002.0,10.0,3.0,380.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6.0,27.0,9.0,0.0,0.24,0.24,0.0,0.24,0.09,0.03,0.12,0.09,0.12,SerieA
Pontus Almqvist,"FW,MF",Lecce,1999.0,30.0,25.0,2107.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.3,2.3,2.7,5.0,72.0,32.0,137.0,0.09,0.04,0.13,0.09,0.13,0.1,0.12,0.22,0.1,0.22,SerieA
Lorenzo Amatucci,MF,Fiorentina,2004.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,SerieA
Bruno Amione,DF,Hellas Verona,2002.0,10.0,7.0,579.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,SerieA
Felipe Anderson,"FW,MF",Lazio,1993.0,38.0,33.0,2770.0,30.8,5.0,6.0,11.0,5.0,0.0,0.0,3.0,0.0,4.4,4.4,6.3,10.7,108.0,126.0,226.0,0.16,0.19,0.36,0.16,0.36,0.14,0.21,0.35,0.14,0.35,SerieA
Angeliño,DF,Roma,1997.0,16.0,14.0,1141.0,12.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.6,1.7,12.0,40.0,55.0,0.0,0.08,0.08,0.0,0.08,0.01,0.12,0.14,0.01,0.14,SerieA
Houssem Aouar,"MF,FW",Roma,1998.0,16.0,9.0,756.0,8.4,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,2.3,2.3,0.5,2.8,17.0,26.0,59.0,0.48,0.0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33,SerieA
Simone Aresti,GK,Cagliari,1986.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Marko Arnautović,FW,Inter,1989.0,27.0,5.0,801.0,8.9,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,2.6,7.6,12.0,20.0,77.0,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85,SerieA
Kristjan Asllani,MF,Inter,2002.0,23.0,6.0,787.0,8.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.6,5.0,32.0,8.0,0.11,0.23,0.34,0.11,0.34,0.07,0.12,0.19,0.06,0.18,SerieA
Emil Audero,GK,Inter,1997.0,4.0,4.0,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Tommaso Augello,DF,Cagliari,1994.0,32.0,28.0,2418.0,26.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,2.0,2.5,62.0,96.0,99.0,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09,SerieA
Carlos Augusto,DF,Inter,1999.0,37.0,14.0,1725.0,19.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.8,3.9,42.0,54.0,88.0,0.0,0.16,0.16,0.0,0.16,0.05,0.15,0.2,0.05,0.2,SerieA
Yann Aurel Bisseck,DF,Inter,2000.0,16.0,9.0,904.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,24.0,30.0,20.0,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14,SerieA
Sardar Azmoun,"FW,MF",Roma,1995.0,23.0,3.0,585.0,6.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.9,2.9,1.4,4.2,5.0,14.0,35.0,0.46,0.0,0.46,0.46,0.46,0.44,0.21,0.65,0.44,0.65,SerieA
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SerieA
Paulo Azzi,"DF,MF",Cagliari,1994.0,25.0,9.0,950.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.7,1.9,47.0,35.0,42.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,SerieA
Oussama El Azzouzi,MF,Bologna,2001.0,18.0,5.0,547.0,6.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,1.0,4.0,19.0,8.0,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17,SerieA
Milan Badelj,MF,Genoa,1989.0,33.0,32.0,2535.0,28.2,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,1.1,2.5,18.0,151.0,36.0,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09,SerieA
Jaime Báez,"FW,MF",Frosinone,1995.0,11.0,6.0,500.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,12.0,29.0,39.0,0.18,0.0,0.18,0.18,0.18,0.08,0.1,0.18,0.08,0.18,SerieA
Nicola Bagnolini,GK,Bologna,2004.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Nedim Bajrami,"MF,FW",Sassuolo,1999.0,28.0,15.0,1310.0,14.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.2,4.7,51.0,49.0,70.0,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33,SerieA
Mitchel Bakker,DF,Atalanta,2000.0,14.0,3.0,382.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,12.0,10.0,20.0,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08,SerieA
Tommaso Baldanzi,"MF,FW",Empoli,2003.0,14.0,8.0,745.0,8.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,1.0,3.1,20.0,30.0,40.0,0.24,0.0,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38,SerieA
Tommaso Baldanzi,"FW,MF",Roma,2003.0,13.0,6.0,518.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.7,1.5,18.0,14.0,54.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,SerieA
Lameck Banda,FW,Lecce,2001.0,21.0,17.0,1350.0,15.0,2.0,4.0,6.0,2.0,0.0,0.0,5.0,1.0,3.6,3.6,1.9,5.5,70.0,22.0,136.0,0.13,0.27,0.4,0.13,0.4,0.24,0.13,0.37,0.24,0.37,SerieA
Daniel Bandeira,MF,Hellas Verona,2000.0,14.0,3.0,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,9.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,SerieA
Mattia Bani,DF,Genoa,1993.0,27.0,27.0,2306.0,25.6,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.2,1.2,0.1,1.3,5.0,37.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,SerieA
Antonín Barák,"MF,FW",Fiorentina,1994.0,21.0,8.0,808.0,9.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,2.2,3.8,17.0,33.0,64.0,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42,SerieA
Nicolò Barella,MF,Inter,1997.0,37.0,34.0,2846.0,31.6,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,5.1,5.1,3.4,8.5,68.0,278.0,144.0,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27,SerieA
Enzo Barrenechea,MF,Frosinone,2001.0,36.0,32.0,2811.0,31.2,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.6,0.6,1.7,2.3,10.0,155.0,24.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,SerieA
Davide Bartesaghi,"DF,MF",Milan,2005.0,6.0,0.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Federico Baschirotto,DF,Lecce,1996.0,37.0,37.0,3294.0,36.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.7,1.5,0.7,2.1,28.0,96.0,3.0,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.07,0.04,0.06,SerieA
Toma Bašić,MF,Salernitana,1996.0,15.0,14.0,1162.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.5,1.1,11.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,SerieA
Alessandro Bastoni,DF,Inter,1999.0,28.0,28.0,2268.0,25.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,SerieA
Simone Bastoni,"MF,DF",Empoli,1996.0,16.0,9.0,745.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,12.0,31.0,26.0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11,SerieA
Reda Belahyane,MF,Hellas Verona,2004.0,2.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,SerieA
Raoul Bellanova,DF,Torino,2000.0,37.0,36.0,3046.0,33.8,1.0,7.0,8.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,7.1,141.0,98.0,202.0,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21,SerieA
Andrea Belotti,FW,Fiorentina,1993.0,15.0,11.0,949.0,10.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.7,3.7,0.7,4.4,10.0,15.0,60.0,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41,SerieA
Andrea Belotti,FW,Roma,1993.0,14.0,6.0,679.0,7.5,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.4,2.4,1.2,3.6,15.0,8.0,49.0,0.4,0.27,0.66,0.4,0.66,0.32,0.16,0.48,0.32,0.48,SerieA
Lucas Beltrán,"FW,MF",Fiorentina,2001.0,32.0,21.0,1692.0,18.8,6.0,2.0,8.0,5.0,1.0,1.0,6.0,0.0,3.8,3.0,1.5,4.5,12.0,49.0,113.0,0.32,0.11,0.43,0.27,0.37,0.2,0.08,0.28,0.16,0.24,SerieA
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SerieA
Ismaël Bennacer,MF,Milan,1997.0,20.0,13.0,1151.0,12.8,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.7,0.9,2.5,3.3,24.0,68.0,33.0,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26,SerieA
Domenico Berardi,FW,Sassuolo,1994.0,17.0,17.0,1431.0,15.9,9.0,3.0,12.0,4.0,5.0,5.0,6.0,0.0,6.5,2.6,3.0,5.6,38.0,83.0,123.0,0.57,0.19,0.75,0.25,0.44,0.41,0.19,0.6,0.16,0.35,SerieA
Bartosz Bereszyński,DF,Empoli,1992.0,24.0,22.0,1762.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,15.0,69.0,18.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02,SerieA
Etrit Berisha,GK,Empoli,1989.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Medon Berisha,"FW,MF",Lecce,2003.0,6.0,2.0,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,SerieA
Victor Bernth Kristiansen,DF,Bologna,2002.0,32.0,26.0,2307.0,25.6,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.4,2.6,23.0,123.0,74.0,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1,SerieA
Beto,FW,Udinese,1998.0,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,SerieA
Davide Bettella,MF,Monza,2000.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Sam Beukema,DF,Bologna,1998.0,30.0,29.0,2547.0,28.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.9,1.9,0.8,2.7,14.0,76.0,5.0,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.1,0.07,0.1,SerieA
Jaka Bijol,DF,Udinese,1999.0,24.0,23.0,2084.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,0.2,2.1,5.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,SerieA
El Bilal Touré,FW,Atalanta,2001.0,11.0,3.0,394.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.8,2.0,16.0,11.0,39.0,0.46,0.0,0.46,0.46,0.46,0.28,0.18,0.46,0.28,0.46,SerieA
Cristiano Biraghi,DF,Fiorentina,1992.0,29.0,27.0,2356.0,26.2,2.0,5.0,7.0,2.0,0.0,1.0,8.0,0.0,1.6,0.8,3.6,4.4,55.0,129.0,109.0,0.08,0.19,0.27,0.08,0.27,0.06,0.14,0.2,0.03,0.17,SerieA
Davide Biraschi,DF,Genoa,1994.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.1,0.1,0.1,SerieA
Samuele Birindelli,DF,Monza,1999.0,35.0,22.0,2013.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,2.9,4.0,63.0,70.0,122.0,0.0,0.09,0.09,0.0,0.09,0.05,0.13,0.18,0.05,0.18,SerieA
Alexis Blin,MF,Lecce,1996.0,31.0,16.0,1642.0,18.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.7,1.8,7.0,60.0,11.0,0.0,0.11,0.11,0.0,0.11,0.06,0.04,0.1,0.06,0.1,SerieA
Jérôme Boateng,DF,Salernitana,1988.0,7.0,4.0,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,SerieA
Emil Bohinen,MF,Genoa,1999.0,5.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,SerieA
Emil Bohinen,MF,Salernitana,1999.0,12.0,7.0,535.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,7.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,SerieA
Daniel Boloca,MF,Sassuolo,1998.0,30.0,23.0,2022.0,22.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.5,0.5,0.4,0.9,27.0,109.0,17.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,SerieA
Giacomo Bonaventura,MF,Fiorentina,1989.0,31.0,27.0,2277.0,25.3,8.0,3.0,11.0,8.0,0.0,1.0,6.0,0.0,5.7,4.4,3.6,8.0,60.0,140.0,107.0,0.32,0.12,0.43,0.32,0.43,0.22,0.14,0.36,0.18,0.32,SerieA
Federico Bonazzoli,"FW,MF",Hellas Verona,1997.0,24.0,10.0,1016.0,11.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.9,2.9,1.1,4.0,13.0,26.0,73.0,0.27,0.09,0.35,0.27,0.35,0.25,0.1,0.35,0.25,0.35,SerieA
Warren Bondo,MF,Monza,2003.0,25.0,14.0,1475.0,16.4,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.9,0.9,0.3,1.2,31.0,43.0,13.0,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08,SerieA
Giovanni Bonfanti,DF,Atalanta,2003.0,2.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,SerieA
Kevin Bonifazi,DF,Bologna,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Kevin Bonifazi,DF,Frosinone,1996.0,6.0,3.0,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,SerieA
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SerieA
Gennaro Borrelli,FW,Frosinone,2000.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Erik Botheim,"FW,MF",Salernitana,2000.0,7.0,4.0,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,SerieA
Mehdi Bourabia,MF,Frosinone,1991.0,10.0,3.0,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,SerieA
Edoardo Bove,MF,Roma,2002.0,31.0,18.0,1780.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.7,2.7,21.0,88.0,47.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.14,0.1,0.14,SerieA
Domagoj Bradarić,DF,Salernitana,1999.0,34.0,30.0,2749.0,30.5,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.8,2.6,57.0,76.0,120.0,0.0,0.1,0.1,0.0,0.1,0.03,0.06,0.08,0.03,0.08,SerieA
Josip Brekalo,FW,Fiorentina,1998.0,11.0,8.0,652.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,14.0,25.0,69.0,0.14,0.0,0.14,0.14,0.14,0.06,0.04,0.1,0.06,0.1,SerieA
Gleison Bremer,DF,Juventus,1997.0,36.0,36.0,3233.0,35.9,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,1.4,1.4,0.4,1.9,7.0,120.0,4.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,SerieA
Brenner,"MF,FW",Udinese,2000.0,8.0,2.0,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.2,0.18,0.2,SerieA
Marco Brescianini,MF,Frosinone,2000.0,36.0,24.0,2321.0,25.8,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,2.3,2.3,1.6,3.9,46.0,70.0,100.0,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15,SerieA
Dylan Bronn,"DF,MF",Salernitana,1995.0,4.0,0.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,SerieA
Tajon Buchanan,DF,Inter,1999.0,10.0,0.0,161.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,12.0,4.0,22.0,0.56,0.0,0.56,0.56,0.56,0.11,0.18,0.29,0.11,0.29,SerieA
Alessandro Buongiorno,DF,Torino,1999.0,29.0,29.0,2527.0,28.1,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,1.6,1.6,0.1,1.7,14.0,62.0,10.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.06,0.06,0.06,SerieA
Rareș-Cătălin Burnete,FW,Lecce,2004.0,1.0,0.0,8.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,11.25,11.25,0.0,11.25,0.0,0.71,0.71,0.0,0.71,SerieA
Jovane Cabral,"MF,FW",Salernitana,1998.0,12.0,8.0,678.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,22.0,40.0,39.0,0.13,0.0,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21,SerieA
Liberato Cacace,DF,Empoli,2000.0,31.0,18.0,1912.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.7,2.1,34.0,84.0,55.0,0.0,0.05,0.05,0.0,0.05,0.02,0.08,0.1,0.02,0.1,SerieA
Jens Cajuste,MF,Napoli,1999.0,26.0,11.0,1016.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.5,1.5,1.1,2.5,19.0,37.0,53.0,0.0,0.18,0.18,0.0,0.18,0.13,0.09,0.22,0.13,0.22,SerieA
Davide Calabria,DF,Milan,1996.0,29.0,26.0,2185.0,24.3,1.0,3.0,4.0,1.0,0.0,0.0,5.0,2.0,1.3,1.3,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,SerieA
Riccardo Calafiori,DF,Bologna,2002.0,30.0,26.0,2349.0,26.1,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,1.2,2.6,28.0,96.0,23.0,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1,SerieA
Mattia Caldara,DF,Milan,1994.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,SerieA
Luca Caldirola,DF,Monza,1991.0,29.0,23.0,2141.0,23.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.5,0.5,0.6,1.1,10.0,56.0,9.0,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,SerieA
Hakan Çalhanoğlu,MF,Inter,1994.0,32.0,32.0,2556.0,28.4,13.0,3.0,16.0,3.0,10.0,10.0,5.0,0.0,10.1,2.3,4.7,7.0,45.0,186.0,34.0,0.46,0.11,0.56,0.11,0.21,0.36,0.17,0.52,0.08,0.25,SerieA
Francesco Camarda,FW,Milan,2008.0,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
Nicolò Cambiaghi,"FW,MF",Empoli,2000.0,37.0,29.0,2553.0,28.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.9,3.9,2.8,6.7,128.0,63.0,197.0,0.04,0.04,0.07,0.04,0.07,0.14,0.1,0.24,0.14,0.24,SerieA
Andrea Cambiaso,"DF,FW",Juventus,2000.0,34.0,28.0,2372.0,26.4,2.0,3.0,5.0,2.0,0.0,0.0,10.0,0.0,2.2,2.2,3.9,6.0,87.0,71.0,172.0,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23,SerieA
Matteo Cancellieri,"FW,MF",Empoli,2002.0,36.0,18.0,1788.0,19.9,4.0,3.0,7.0,4.0,0.0,0.0,7.0,0.0,4.7,4.7,2.9,7.6,48.0,26.0,138.0,0.2,0.15,0.35,0.2,0.35,0.24,0.15,0.38,0.24,0.38,SerieA
Player,Pos,Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SerieA
Antonio Candreva,"MF,FW",Salernitana,1987.0,34.0,32.0,2750.0,30.6,6.0,6.0,12.0,5.0,1.0,1.0,5.0,0.0,4.9,4.1,5.0,9.1,67.0,149.0,182.0,0.2,0.2,0.39,0.16,0.36,0.16,0.16,0.32,0.13,0.3,SerieA
Luigi Canotto,FW,Frosinone,1994.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SerieA
