"(Background Information, Full Name)","(Background Information, Nation)","(Background Information, Position)","(Background Information, Squad)","(Background Information, Age)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","(Background Information, League)",market_value_in_eur,highest_market_value_in_eur
Morgan Guilavogui,gn GUI,"FW,MF",Lens,25,1998.0,23.0,2.0,566.0,6.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,1.2,2.8,16.0,36.0,75.0,0.32,0.0,0.32,0.32,0.32,0.25,0.2,0.44,0.25,0.44,Ligue 1,3000000.0,4000000.0
Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,28,1994.0,32.0,29.0,2490.0,27.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,1.6,2.7,32.0,116.0,70.0,0.07,0.0,0.07,0.07,0.07,0.04,0.06,0.1,0.04,0.1,Ligue 1,600000.0,700000.0
Jaouen Hadjam,dz ALG,DF,Nantes,20,2003.0,8.0,0.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,6.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.32,0.03,0.32,Ligue 1,2000000.0,2000000.0
Massadio Haïdara,ml MLI,DF,Lens,30,1992.0,18.0,7.0,741.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,8.0,40.0,25.0,0.0,0.12,0.12,0.0,0.12,0.02,0.02,0.04,0.02,0.04,Ligue 1,2000000.0,3000000.0
Oualid El Hajjam,ma MAR,"DF,MF",Le Havre,32,1991.0,13.0,4.0,393.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,7.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.29,0.09,0.29,Ligue 1,800000.0,1200000.0
Achraf Hakimi,ma MAR,DF,Paris S-G,24,1998.0,25.0,20.0,1932.0,21.5,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,4.2,4.2,5.2,9.4,84.0,218.0,230.0,0.19,0.23,0.42,0.19,0.42,0.2,0.24,0.44,0.2,0.44,Ligue 1,60000000.0,70000000.0
Amine Harit,ma MAR,"MF,FW",Marseille,26,1997.0,28.0,21.0,1821.0,20.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,3.7,3.7,3.7,7.4,84.0,127.0,112.0,0.05,0.1,0.15,0.05,0.15,0.18,0.18,0.37,0.18,0.37,Ligue 1,15000000.0,30000000.0
Silvan Hefti,ch SUI,"DF,FW",Montpellier,25,1997.0,11.0,9.0,711.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,14.0,25.0,36.0,0.0,0.13,0.13,0.0,0.13,0.03,0.13,0.15,0.03,0.15,Ligue 1,2500000.0,5000000.0
Henrique,br BRA,DF,Lyon,29,1994.0,11.0,6.0,607.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.8,20.0,36.0,33.0,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,Ligue 1,750000.0,3000000.0
Henrique,br BRA,DF,Lyon,29,1994.0,11.0,6.0,607.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.8,20.0,36.0,33.0,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,Ligue 1,150000.0,10000000.0
Henrique,br BRA,DF,Lyon,29,1994.0,11.0,6.0,607.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.8,20.0,36.0,33.0,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,Ligue 1,200000.0,700000.0
Henrique,br BRA,DF,Lyon,29,1994.0,11.0,6.0,607.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.8,20.0,36.0,33.0,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,Ligue 1,200000.0,1400000.0
Luis Henrique,br BRA,"FW,DF",Marseille,21,2001.0,15.0,8.0,784.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.0,30.0,40.0,84.0,0.11,0.0,0.11,0.11,0.11,0.15,0.08,0.23,0.15,0.23,Ligue 1,150000.0,750000.0
Luis Henrique,br BRA,"FW,DF",Marseille,21,2001.0,15.0,8.0,784.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.0,30.0,40.0,84.0,0.11,0.0,0.11,0.11,0.11,0.15,0.08,0.23,0.15,0.23,Ligue 1,8000000.0,8000000.0
Christophe Hérelle,mq MTQ,DF,Metz,30,1992.0,19.0,18.0,1617.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.0,0.1,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Ligue 1,1500000.0,9000000.0
Lucas Hernández,fr FRA,DF,Paris S-G,27,1996.0,27.0,23.0,1909.0,21.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,1.6,2.0,30.0,156.0,22.0,0.05,0.05,0.09,0.05,0.09,0.02,0.07,0.1,0.02,0.1,Ligue 1,40000000.0,70000000.0
Andrej Ilic,rs SRB,FW,Lille,23,2000.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,3000000.0,3000000.0
Bonke Innocent,ng NGA,MF,Lorient,27,1996.0,4.0,3.0,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Ligue 1,1000000.0,2000000.0
Ismaily,br BRA,DF,Lille,33,1990.0,30.0,28.0,2465.0,27.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,1.2,1.4,74.0,114.0,110.0,0.04,0.04,0.07,0.04,0.07,0.01,0.04,0.05,0.01,0.05,Ligue 1,1800000.0,19000000.0
Yanis Issoufou,fr FRA,MF,Montpellier,16,2006.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,175000.0,400000.0
Junya Ito,jp JPN,"FW,MF",Reims,30,1993.0,31.0,31.0,2714.0,30.2,3.0,7.0,10.0,3.0,0.0,0.0,2.0,0.0,4.5,4.5,11.5,16.0,123.0,139.0,287.0,0.1,0.23,0.33,0.1,0.33,0.15,0.38,0.53,0.15,0.53,Ligue 1,8000000.0,10000000.0
Jérémy Jacquet,fr FRA,MF,Rennes,18,2005.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,500000.0,500000.0
Jérémy Jacquet,fr FRA,DF,Clermont Foot,18,2005.0,6.0,2.0,253.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,5.0,15.0,4.0,0.0,0.36,0.36,0.0,0.36,0.08,0.12,0.19,0.08,0.19,Ligue 1,500000.0,500000.0
Ismail Jakobs,sn SEN,DF,Monaco,23,1999.0,22.0,16.0,1466.0,16.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,1.8,3.1,44.0,56.0,133.0,0.06,0.12,0.18,0.06,0.18,0.08,0.11,0.19,0.08,0.19,Ligue 1,8000000.0,8000000.0
Ablie Jallow,gm GAM,"MF,FW",Metz,24,1998.0,17.0,10.0,918.0,10.2,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,1.2,1.0,2.2,29.0,42.0,53.0,0.29,0.2,0.49,0.2,0.39,0.19,0.1,0.29,0.12,0.22,Ligue 1,2000000.0,2000000.0
Danley Jean-Jacques,ht HAI,MF,Metz,23,2000.0,33.0,30.0,2682.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.9,2.9,0.6,3.5,35.0,84.0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Ligue 1,100000.0,2500000.0
Jeffinho,br BRA,"FW,MF",Lyon,23,1999.0,10.0,3.0,308.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,1.6,15.0,14.0,36.0,0.29,0.29,0.58,0.29,0.58,0.3,0.18,0.48,0.3,0.48,Ligue 1,6000000.0,8000000.0
Antoine Joujou,fr FRA,"FW,MF",Le Havre,20,2003.0,23.0,6.0,779.0,8.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.6,1.8,35.0,22.0,82.0,0.0,0.23,0.23,0.0,0.23,0.13,0.07,0.2,0.13,0.2,Ligue 1,1500000.0,1500000.0
Christopher Jullien,fr FRA,DF,Montpellier,30,1993.0,20.0,13.0,1233.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.1,1.2,1.0,26.0,4.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09,Ligue 1,2500000.0,6500000.0
Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,17,2006.0,30.0,11.0,1084.0,12.0,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,3.5,3.5,1.8,5.3,10.0,12.0,63.0,0.42,0.25,0.66,0.42,0.66,0.29,0.15,0.44,0.29,0.44,Ligue 1,15000000.0,15000000.0
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,29,1994.0,23.0,1.0,611.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,1.0,3.2,41.0,31.0,73.0,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46,Ligue 1,900000.0,2000000.0
Yaya Kader Fofana,ml MLI,"MF,DF",Reims,19,2004.0,4.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Ligue 1,150000.0,150000.0
Tino Kadewere,zw ZIM,"FW,MF",Lyon,27,1996.0,11.0,2.0,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.9,4.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,Ligue 1,2500000.0,14000000.0
Tino Kadewere,zw ZIM,"FW,MF",Nantes,27,1996.0,14.0,8.0,781.0,8.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.9,1.2,1.8,2.9,15.0,26.0,53.0,0.12,0.0,0.12,0.12,0.12,0.22,0.21,0.43,0.13,0.34,Ligue 1,2500000.0,14000000.0
Arnaud Kalimuendo,fr FRA,FW,Rennes,21,2002.0,30.0,25.0,2139.0,23.8,10.0,1.0,11.0,8.0,2.0,2.0,6.0,0.0,9.0,7.4,2.7,10.1,27.0,37.0,181.0,0.42,0.04,0.46,0.34,0.38,0.38,0.11,0.49,0.31,0.43,Ligue 1,20000000.0,25000000.0
Gedeon Kalulu,cd COD,DF,Lorient,25,1997.0,19.0,11.0,970.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,1.4,17.0,35.0,60.0,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13,Ligue 1,1500000.0,1500000.0
Waren Kamanzi,no NOR,"DF,FW",Toulouse,22,2000.0,24.0,12.0,1187.0,13.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,2.5,3.4,35.0,56.0,55.0,0.0,0.23,0.23,0.0,0.23,0.06,0.19,0.26,0.06,0.26,Ligue 1,2000000.0,2000000.0
Lee Kang-in,kr KOR,"FW,MF",Paris S-G,22,2001.0,23.0,18.0,1464.0,16.3,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,1.5,1.5,2.3,3.7,50.0,103.0,150.0,0.18,0.25,0.43,0.18,0.43,0.09,0.14,0.23,0.09,0.23,Ligue 1,25000000.0,25000000.0
Yann Karamoh,fr FRA,"FW,MF",Montpellier,25,1998.0,12.0,1.0,284.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,7.0,3.0,28.0,0.32,0.0,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32,Ligue 1,2500000.0,10000000.0
Ayman Kari,fr FRA,MF,Lorient,18,2004.0,14.0,12.0,893.0,9.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.5,22.0,37.0,53.0,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15,Ligue 1,4000000.0,4000000.0
Panos Katseris,gr GRE,DF,Lorient,22,2001.0,15.0,13.0,1041.0,11.6,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.1,2.1,0.8,2.9,24.0,21.0,86.0,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25,Ligue 1,2500000.0,2500000.0
Kévin Keben Biakolo,cm CMR,DF,Toulouse,19,2004.0,8.0,7.0,521.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Ligue 1,500000.0,500000.0
Yassine Kechta,ma MAR,MF,Le Havre,21,2002.0,32.0,21.0,1849.0,20.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,2.2,3.8,41.0,122.0,67.0,0.1,0.05,0.15,0.1,0.15,0.08,0.11,0.19,0.08,0.19,Ligue 1,5000000.0,5000000.0
Thilo Kehrer,de GER,DF,Monaco,26,1996.0,15.0,15.0,1323.0,14.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.7,0.7,1.1,1.8,13.0,90.0,16.0,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12,Ligue 1,10000000.0,35000000.0
Habib Keita,ml MLI,MF,Clermont Foot,21,2002.0,27.0,12.0,1278.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.6,1.3,9.0,53.0,23.0,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,Ligue 1,500000.0,16000000.0
Reda Khadra,de GER,"FW,MF",Reims,22,2001.0,29.0,14.0,1368.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,3.5,5.4,35.0,40.0,110.0,0.07,0.2,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35,Ligue 1,3000000.0,3000000.0
Wahbi Khazri,tn TUN,FW,Montpellier,32,1991.0,25.0,13.0,1131.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.3,3.3,1.2,4.5,27.0,33.0,76.0,0.08,0.0,0.08,0.08,0.08,0.26,0.1,0.36,0.26,0.36,Ligue 1,1800000.0,16000000.0
Philipp Köhn,ch SUI,GK,Monaco,25,1998.0,22.0,22.0,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,5000000.0,8000000.0
Randal Kolo Muani,fr FRA,"FW,MF",Paris S-G,24,1998.0,26.0,13.0,1268.0,14.1,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,6.1,6.1,3.3,9.4,36.0,42.0,125.0,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66,Ligue 1,45000000.0,80000000.0
Cheick Konaté,ml MLI,DF,Clermont Foot,19,2004.0,19.0,12.0,1068.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,1.6,2.1,22.0,37.0,86.0,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18,Ligue 1,1500000.0,1500000.0
Geoffrey Kondogbia,cf CTA,MF,Marseille,30,1993.0,26.0,15.0,1463.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,7.0,93.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Ligue 1,12000000.0,30000000.0
Abdoul Koné,fr FRA,DF,Reims,18,2005.0,3.0,3.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Ligue 1,150000.0,12000000.0
Amadou Koné,ml MLI,MF,Reims,18,2005.0,16.0,4.0,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.2,0.4,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Ligue 1,500000.0,500000.0
Ibrahima Koné,ml MLI,FW,Lorient,24,1999.0,1.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,2500000.0,4500000.0
Koffi Kouao,ci CIV,DF,Metz,25,1998.0,13.0,10.0,860.0,9.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.5,1.7,10.0,29.0,29.0,0.0,0.21,0.21,0.0,0.21,0.02,0.16,0.18,0.02,0.18,Ligue 1,1500000.0,2000000.0
Therence Koudou,fr FRA,DF,Reims,18,2004.0,9.0,3.0,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.3,8.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Ligue 1,800000.0,800000.0
Boubakar Kouyaté,ml MLI,DF,Montpellier,26,1997.0,23.0,22.0,1928.0,21.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,1.3,2.1,4.0,58.0,3.0,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,Ligue 1,1000000.0,12000000.0
Sael Kumbedi,fr FRA,DF,Lyon,18,2005.0,17.0,8.0,924.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,1.0,19.0,42.0,75.0,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09,Ligue 1,7000000.0,12000000.0
Layvin Kurzawa,fr FRA,DF,Paris S-G,30,1992.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,1800000.0,23000000.0
Daler Kuzyaev,ru RUS,MF,Le Havre,30,1993.0,30.0,24.0,2090.0,23.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.3,3.2,23.0,119.0,97.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,Ligue 1,8000000.0,11000000.0
Grejohn Kyei,fr FRA,FW,Clermont Foot,27,1995.0,26.0,10.0,1026.0,11.4,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,4.9,4.1,1.2,5.3,12.0,30.0,85.0,0.18,0.09,0.26,0.09,0.18,0.43,0.11,0.54,0.36,0.47,Ligue 1,1500000.0,2500000.0
Gaëtan Laborde,fr FRA,"FW,MF",Nice,29,1994.0,34.0,22.0,1906.0,21.2,5.0,2.0,7.0,4.0,1.0,2.0,2.0,0.0,7.7,6.1,1.8,7.9,33.0,46.0,161.0,0.24,0.09,0.33,0.19,0.28,0.36,0.08,0.45,0.29,0.37,Ligue 1,10000000.0,18000000.0
Alexandre Lacazette,fr FRA,FW,Lyon,32,1991.0,29.0,27.0,2293.0,25.5,19.0,2.0,21.0,17.0,2.0,2.0,3.0,1.0,11.4,9.8,1.9,11.7,22.0,61.0,144.0,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46,Ligue 1,9000000.0,70000000.0
Alban Lafont,fr FRA,GK,Nantes,24,1999.0,28.0,28.0,2496.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,9000000.0,20000000.0
Kenny Lala,mg MAD,DF,Brest,31,1991.0,33.0,33.0,2970.0,33.0,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,0.5,0.5,3.3,3.8,45.0,200.0,98.0,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12,Ligue 1,3000000.0,14000000.0
Mathis Lambourde,fr FRA,FW,Rennes,17,2006.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,500000.0,500000.0
Mohamed Lamine Bayo,gn GUI,FW,Le Havre,25,1998.0,22.0,16.0,1389.0,15.4,5.0,1.0,6.0,3.0,2.0,2.0,4.0,0.0,7.2,5.7,0.6,6.2,18.0,20.0,115.0,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.4,Ligue 1,5000000.0,12000000.0
Didier Lamkel Zé,cm CMR,"FW,MF",Metz,26,1996.0,9.0,7.0,550.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,0.9,2.5,15.0,19.0,23.0,0.16,0.0,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,Ligue 1,1000000.0,4500000.0
Julien Laporte,fr FRA,DF,Lorient,29,1993.0,23.0,20.0,1818.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.0,0.8,5.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Ligue 1,2000000.0,3000000.0
Théo Le Bris,fr FRA,"DF,MF",Lorient,20,2002.0,26.0,15.0,1516.0,16.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,1.6,2.8,56.0,58.0,117.0,0.0,0.12,0.12,0.0,0.12,0.07,0.1,0.17,0.07,0.17,Ligue 1,2000000.0,3000000.0
Julien Le Cardinal,fr FRA,DF,Brest,25,1997.0,12.0,5.0,473.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.4,3.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08,Ligue 1,1500000.0,2500000.0
Julien Le Cardinal,fr FRA,DF,Lens,25,1997.0,2.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,1500000.0,2500000.0
Jérémy Le Douaron,fr FRA,FW,Brest,25,1998.0,33.0,19.0,1618.0,18.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,6.2,6.2,1.0,7.2,48.0,21.0,130.0,0.22,0.0,0.22,0.22,0.22,0.34,0.06,0.4,0.34,0.4,Ligue 1,5000000.0,5000000.0
Enzo Le Fée,fr FRA,MF,Rennes,23,2000.0,25.0,19.0,1527.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.8,2.3,45.0,124.0,58.0,0.0,0.06,0.06,0.0,0.06,0.03,0.11,0.14,0.03,0.14,Ligue 1,18000000.0,20000000.0
Vincent Le Goff,fr FRA,"DF,MF",Lorient,33,1989.0,9.0,8.0,541.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,9.0,22.0,51.0,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17,Ligue 1,1000000.0,2000000.0
Adrien Lebeau,fr FRA,"MF,FW",Brest,24,1999.0,7.0,0.0,54.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.5,1.0,0.0,5.0,0.0,1.67,1.67,0.0,1.67,0.1,0.77,0.87,0.1,0.87,Ligue 1,300000.0,300000.0
Jean-Louis Leca,fr FRA,GK,Lens,37,1985.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1,200000.0,1300000.0
Benjamin Lecomte,fr FRA,GK,Montpellier,32,1991.0,30.0,30.0,2700.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,Ligue 1,3500000.0,17000000.0
Pierre Lees-Melou,fr FRA,MF,Brest,30,1993.0,29.0,29.0,2517.0,28.0,4.0,0.0,4.0,4.0,0.0,0.0,12.0,1.0,2.4,2.4,2.4,4.8,51.0,193.0,43.0,0.14,0.0,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17,Ligue 1,10000000.0,10000000.0
Johann Lepenant,fr FRA,MF,Lyon,20,2002.0,6.0,2.0,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Ligue 1,6000000.0,10000000.0
